input,output
"मुझे बहुत तनाव हो रहा है, ऑफिस का काम खत्म ही नहीं होता।",मैं समझ सकती हूँ। क्या मैं आपके लिए शांत करने वाला संगीत चलाऊँ और रास्ते में आपके पसंदीदा कॉफी शॉप पर रुकूँ?
"एसी चालू करो, गर्मी लग रही है।","ज़रूर, एसी चालू कर दिया गया है। तापमान आपके अनुसार सेट कर दिया गया है।"
मैं बहुत थका हुआ हूँ।,कोई बात नहीं। क्या मैं आपको घर तक ऑटो-पायलट पर ले चलूँ? रास्ते में आपको जगाए रखने के लिए हल्का संगीत बजाऊँ?
"यह गाना मुझे पसंद नहीं आ रहा, म्यूज़िक बदलो।","ज़रूर। आपकी पसंद के अनुसार, क्या मैं कोई दूसरा गाना बजाऊँ या कोई नई प्लेलिस्ट शुरू करूँ?"
"आगे का रास्ता बताओ, मुझे लोकेशन नहीं पता।",ठीक है। कृपया गंतव्य बताएं। फिर मैं नेविगेशन शुरू कर दूँगी।
मुझे नींद आ रही है।,सावधानी बरतें। क्या मैं आपको जगाए रखने के लिए कुछ तेज़ संगीत बजाऊँ या आपको पास के रेस्ट स्टॉप के बारे में बताऊँ?
ये ट्रैफिक बहुत बुरा है!,"मैं समझ सकती हूँ। मैंने वैकल्पिक मार्ग खोज लिया है, जो 10 मिनट कम समय लेगा। क्या मैं इसे शुरू करूँ?"
"खिड़की खोलो, मुझे ताज़ी हवा चाहिए।",खिड़की खोल दी गई है। ताज़ी हवा का आनंद लें।
"मुझे डर लग रहा है, बहुत अंधेरा है।","चिंता मत करो, मैंने हेडलाइट्स को फुल बीम पर सेट कर दिया है और अपनी गति थोड़ी कम कर दी है। क्या आप चाहती हैं कि मैं घर के किसी व्यक्ति को कॉल करूँ?"
स्पीड कम करो!,"ठीक है, गति कम कर दी गई है।"
आज मेरा जन्मदिन है!,जन्मदिन मुबारक हो! क्या मैं आपके लिए कोई उत्सव वाला गाना बजाऊँ और रास्ते में आपके पसंदीदा बेकरी पर रुकूँ?
"मुझे बहुत गर्मी लग रही है, हवा चलाओ।","ठीक है, पंखा चालू कर दिया गया है। तापमान आपके अनुसार समायोजित कर दिया गया है।"
मुझे भूख लगी है।,"ठीक है, मैं आपके आस-पास के कुछ रेस्तरां खोजती हूँ। आपकी पसंदीदा भोजन शैली क्या है?"
फोन कनेक्ट करो।,"ठीक है, फोन कनेक्ट हो गया है।"
गाड़ी पार्क करो।,"आसपास पार्किंग स्थल खोजे जा रहे हैं... यहां एक उपयुक्त पार्किंग स्थल है, क्या मैं वहां पार्क करूँ?"
मुझे यह जगह बहुत पसंद है!,बहुत खुशी हुई कि आपको यह पसंद आया। क्या मैं आपकी पसंदीदा जगहों की सूची में इसे जोड़ दूँ?
मुझे बाथरूम जाना है!,पास के पेट्रोल स्टेशन या सार्वजनिक शौचालय खोजे जा रहे हैं। क्या मैं आपको किसी एक तक नेविगेट करूँ?
"लाइट्स बंद करो, बहुत उजाला है।",आंतरिक लाइटें मंद कर दी गई हैं।
मैसेज पढ़ो।,"ठीक है, मैसेज पढ़ा जा रहा है... 'मीटिंग 5 बजे के लिए रीशेड्यूल हो गई है।' क्या आप इसका जवाब देना चाहेंगे?"
आज मैं बहुत खुश हूँ!,यह सुनकर बहुत अच्छा लगा! क्या मैं आपके लिए कोई खास गाना बजाऊं या तापमान थोड़ा बढ़ा दूं?
"मुझे बहुत तनाव हो रहा है, ऑफिस का काम बहुत ज्यादा है।",मैं समझ सकती हूँ। क्या मैं आपके लिए आरामदायक संगीत लगाऊं और ड्राइविंग मोड को 'शांत' पर सेट कर दूं? यह आपको थोड़ा आराम करने में मदद कर सकता है।
"मैं बहुत थका हुआ हूँ, कृपया घर का रास्ता दिखाओ।",ज़रूर। घर का रास्ता सेट कर दिया गया है। क्या मैं आपके लिए रास्ते में कोई पसंदीदा गाना चलाऊं या कुछ रिमाइंडर सेट करूं?
"एसी चालू करो, मुझे गर्मी लग रही है।",एसी चालू कर दिया गया है। तापमान 22 डिग्री सेल्सियस पर सेट है। क्या आप इसे बदलना चाहेंगे?
"म्यूज़िक बदलो, यह गाना मुझे पसंद नहीं है।","ठीक है, म्यूज़िक बदल दिया गया है। क्या आप कोई खास कलाकार या शैली सुनना चाहेंगे?"
"मुझे भूख लग रही है, आसपास कोई अच्छा रेस्टोरेंट है क्या?","ज़रूर, मैं आपके आसपास के रेस्टोरेंट ढूंढ रही हूँ। क्या आप किसी खास प्रकार का खाना खाना चाहेंगे?"
"कृपया वॉल्यूम कम करो, चिल्लाओ मत।","माफ़ कीजियेगा, वॉल्यूम कम कर दिया गया है। क्या यह स्तर ठीक है?"
मुझे नींद आ रही है।,मैं समझ सकती हूँ। क्या मैं आपको सतर्क रखने के लिए कुछ ताज़ा संगीत बजाऊं या आपको निकटतम कॉफी शॉप का रास्ता दिखाऊं?
"नेविगेशन शुरू करो, मुझे एयरपोर्ट जाना है।",एयरपोर्ट का रास्ता सेट कर दिया गया है। अनुमानित समय 45 मिनट है। क्या आप ट्रैफ़िक अपडेट सुनना चाहेंगे?
मुझे बहुत गुस्सा आ रहा है!,मुझे अफ़सोस है कि आपको गुस्सा आ रहा है। क्या मैं आपके लिए सुखदायक संगीत लगाऊं या किसी शांत जगह का रास्ता दिखाऊं?
"खिड़की खोलो, ताज़ी हवा चाहिए।",खिड़की खोल दी गई है। क्या आपको पूरा खोलना है या बस थोड़ा सा?
अगला गाना चलाओ।,अगला गाना बजा दिया गया है।
"मुझे ठंडा लग रहा है, तापमान बढ़ाओ।",तापमान बढ़ा दिया गया है। अब यह 24 डिग्री सेल्सियस पर सेट है।
"यह रास्ता बहुत लंबा है, कोई और रास्ता बताओ।",मैं वैकल्पिक रास्तों की खोज कर रही हूँ। कृपया कुछ क्षण प्रतीक्षा करें।
मुझे अपनी माँ को फ़ोन करना है।,ज़रूर। क्या मैं आपकी माँ को कॉल करूँ?
"गाड़ी रोको, मुझे उल्टी आ रही है।",मैं गाड़ी रोक रही हूँ। क्या आपको किसी मदद की ज़रूरत है?
"मुझे बहुत डर लग रहा है, बाहर मौसम खराब है।","मैं समझ सकती हूँ। कृपया निश्चिंत रहें, मैंने सुरक्षा प्रोटोकॉल सक्रिय कर दिए हैं और ड्राइविंग मोड को सुरक्षित कर दिया है।"
"मुझे आज छुट्टी चाहिए, मैं काम पर नहीं जाना चाहता।",मैं समझ सकती हूँ। लेकिन मैं यह कर नहीं सकती। क्या मैं आपको सकारात्मक रहने में मदद कर सकती हूँ?
"लाइटें जलाओ, अंधेरा हो गया है।",लाइटें जला दी गई हैं।
"यह गाना बहुत अच्छा है, इसे फिर से चलाओ।",यह गाना फिर से बजाया जा रहा है।
आज मैं बहुत खुश हूँ!,यह सुनकर बहुत खुशी हुई! चलिए इस खुशी को बरकरार रखते हैं। क्या मैं आपके लिए कोई पसंदीदा गाना बजाऊं?
"मुझे बहुत तनाव हो रहा है, यार!",मैं समझ सकता हूँ। तनाव कम करने के लिए मैं कुछ शांत संगीत बजा सकता हूँ और इंटीरियर लाइटिंग को रिलैक्सिंग मोड पर सेट कर सकता हूँ।
मैं बहुत थका हुआ महसूस कर रहा हूँ।,ठीक है। मैं ड्राइवर मॉनिटरिंग सिस्टम को और सतर्क कर दूंगा और आपको ताज़ा रखने के लिए केबिन तापमान थोड़ा कम कर दूंगा।
"ये गाना बदलो, यार!",ठीक है। मैंने गाना बदल दिया है। क्या आप कोई खास गाना या शैली सुनना चाहेंगे?
"एसी चलाओ, बहुत गर्मी है!","ज़रूर, एसी चालू कर दिया गया है। क्या आप कोई विशेष तापमान पसंद करेंगे?"
मुझे भूख लग रही है।,"ठीक है, मैं आपके आस-पास के रेस्टोरेंट ढूंढ सकता हूँ और नेविगेशन शुरू कर सकता हूँ।"
"नेविगेशन शुरू करो, मुझे घर जाना है।",समझ गया। आपके घर के लिए नेविगेशन शुरू कर दिया गया है। अनुमानित समय 30 मिनट है।
ये ट्रैफिक बहुत परेशान कर रहा है!,मैं समझ सकता हूँ। मैं वैकल्पिक मार्ग खोजने की कोशिश कर रहा हूँ। कृपया कुछ देर प्रतीक्षा करें।
"मुझे ठंड लग रही है, हीटर चालू करो।","ज़रूर, हीटर चालू कर दिया गया है। तापमान आपके अनुसार समायोजित कर दिया गया है।"
आज मेरा दिन बहुत बुरा था।,मुझे सुनकर दुख हुआ। मैं आपका दिन बेहतर बनाने के लिए कुछ कर सकता हूँ? शायद कोई कॉमेडी शो या आपकी पसंदीदा पॉडकास्ट?
मुझे ये जगह बिल्कुल पसंद नहीं है!,समझ गया। क्या आप चाहते हैं कि मैं यहां से निकलने के लिए सबसे तेज़ रास्ता खोजूं?
"ये वाइपर तेज़ करो, बारिश तेज़ हो रही है।","ज़रूर, वाइपर की स्पीड बढ़ा दी गई है।"
"रोशनी कम करो, आँखों में चुभ रही है!","ठीक है, इंटीरियर लाइटिंग कम कर दी गई है।"
मुझे प्यास लग रही है।,क्या आप चाहते हैं कि मैं आस-पास के किसी स्टोर को खोजूं जहाँ आप कुछ पी सकें?
गाड़ी पार्क करो।,"ठीक है, क्या आप चाहते हैं कि मैं आपके लिए पार्किंग स्थान ढूंढूं या आप स्वयं पार्क करेंगे?"
ये क्या बकवास बजा रहा है? बंद करो इसे!,माफ करना। संगीत बंद कर दिया गया है। क्या आप कोई और संगीत सुनना चाहेंगे या मैं कुछ और बजाऊं?
कॉल करो मम्मी को।,आपकी मम्मी को कॉल किया जा रहा है...
मुझे नींद आ रही है।,"मैं समझ सकता हूँ। मैं ड्राइवर अलर्ट सिस्टम को एक्टिवेट कर रहा हूँ और आपको ताज़ा रखने के लिए केबिन में ठंडी हवा भेज रहा हूँ। अगर ज़रूरत हो तो मुझे बताएं, मैं कॉफी शॉप्स भी ढूंढ सकता हूँ।"
मुझे बहुत गुस्सा आ रहा है!,मैं समझ सकता हूँ। मैं आपके गुस्से को शांत करने के लिए कुछ शांत संगीत बजा सकता हूँ और इंटीरियर लाइटिंग को ब्लू कलर में सेट कर सकता हूँ।
गाड़ी की जानकारी बताओ।,"अभी गाड़ी की स्पीड 60 किलोमीटर प्रति घंटा है, इंजन का तापमान सामान्य है और ईंधन का स्तर 50% है।"
आज मैं बहुत खुश हूँ!,यह सुनकर बहुत अच्छा लगा! चलिए इस खुशी को और बढ़ाते हैं। मैं आपके पसंदीदा गाने चलाती हूँ और सनरूफ खोल देती हूँ।
मुझे बहुत थकान हो रही है।,मैं समझ सकती हूँ। क्या मैं सीट को मसाज मोड पर चालू कर दूं और तापमान थोड़ा कम कर दूं? और शायद घर का नेविगेशन शुरू कर दूं?
"मुझे बहुत तनाव हो रहा है, ऑफिस का काम दिमाग खा रहा है।",शांत हो जाइए। मैं माहौल को शांत करने के लिए सुखदायक संगीत चलाती हूँ और इंटीरियर लाइट को धीमा कर देती हूँ। गहरी सांस लीजिए।
"गाना बदलो, ये वाला नहीं सुनना।","ठीक है, मैं गाना बदल रही हूँ। क्या आपको कोई खास शैली या कलाकार सुनना है?"
"एसी चालू करो, गर्मी लग रही है।",एसी चालू कर दिया गया है। तापमान 22 डिग्री सेल्सियस पर सेट है। क्या आप तापमान को और कम करना चाहेंगे?
"ये रास्ता मुझे नहीं पता, नेविगेशन शुरू करो।","ठीक है, मैं आपका नेविगेशन शुरू कर रही हूँ। कृपया गंतव्य बताएं।"
"मुझे भूख लगी है, आस-पास कोई ढाबा है क्या?","हाँ, 5 किलोमीटर के दायरे में 3 ढाबे हैं। क्या मैं आपको उनकी रेटिंग और दूरी बताऊं?"
"ये सड़क बहुत खराब है, सस्पेंशन एडजस्ट करो।",सस्पेंशन को ऑफ-रोड मोड पर एडजस्ट कर दिया गया है। अब यात्रा अधिक आरामदायक होनी चाहिए।
मुझे गुस्सा आ रहा है! ये ट्रैफिक कब खत्म होगा?,"मैं समझ सकती हूँ कि ट्रैफिक में फंसना निराशाजनक है। मैं आपको एक कॉमेडी पॉडकास्ट चलाती हूँ, शायद उससे थोड़ी राहत मिले। वैकल्पिक मार्ग भी खोज रही हूँ।"
"खिड़की खोलो, ताज़ी हवा चाहिए।",खिड़की खोल दी गई है। क्या आप चारों खिड़कियां खोलना चाहेंगे?
मुझे नींद आ रही है।,"मैं समझ सकती हूँ। क्या मैं सीट को थोड़ा सीधा कर दूं और तापमान थोड़ा बढ़ा दूं? साथ ही, मैं एक ऊर्जावान संगीत चलाती हूँ।"
गाड़ी पार्क करो।,"ठीक है, मैं पास के पार्किंग स्थलों की खोज कर रही हूँ। क्या आप किसी विशेष स्थान को प्राथमिकता देते हैं, जैसे कि इलेक्ट्रिक वाहन चार्जिंग स्टेशन?"
मुझे सर्दी लग रही है।,"ठीक है, मैं तापमान बढ़ा रही हूँ और सीट हीटर चालू कर रही हूँ।"
"ये आवाज बहुत तेज है, वॉल्यूम कम करो।",वॉल्यूम कम कर दिया गया है। क्या यह स्तर ठीक है?
"मुझे डर लग रहा है, बाहर बहुत अंधेरा है।",मैं समझ सकती हूँ। मैंने ऑटो-हाई बीम चालू कर दी है और सभी सुरक्षा प्रणालियाँ सक्रिय हैं। निश्चिंत रहें।
"अलार्म लगाओ, 7 बजे का।",अलार्म 7 बजे के लिए सेट कर दिया गया है।
मूड अच्छा नहीं है।,"कोई बात नहीं, मैं आपका मूड ठीक कर दूंगी। मैं आपके लिए एक मजेदार गेम चलाती हूँ या कोई प्रेरक उद्धरण सुनाती हूँ।"
"हेडलाइट बंद करो, सामने से गाड़ी आ रही है।",हेडलाइट बंद कर दी गई है। क्या आप अब बेहतर देख पा रहे हैं?
मुझे चक्कर आ रहे हैं।,कृपया गाड़ी किनारे रोकें। मैं आपातकालीन सेवाओं को बुलाने के लिए तैयार हूँ। क्या आप डॉक्टर को बुलाना चाहेंगे?
"ये गाना बहुत पसंद है, इसे प्लेलिस्ट में जोड़ो।",यह गाना आपकी 'पसंदीदा' प्लेलिस्ट में जोड़ दिया गया है।
आज बहुत थका हुआ महसूस कर रहा हूँ।,समझ गया। सीट को थोड़ा पीछे कर देता हूँ और माहौल को शांत करने के लिए कुछ धीमी धुन चलाता हूँ। कैसा रहेगा?
"गाना बदलो, ये अच्छा नहीं लग रहा।",ज़रूर। क्या आपको कोई खास शैली पसंद है या मैं कोई नया स्टेशन लगाऊँ?
"AC चालू करो, बहुत गर्मी लग रही है।",AC चालू कर दिया गया है। तापमान 22 डिग्री सेल्सियस पर सेट है। क्या आप तापमान बदलना चाहेंगे?
मुझे बहुत गुस्सा आ रहा है।,मैं समझ सकता हूँ। मैं आपके लिए शांत करने वाली कोई ऑडियोबुक चला सकता हूँ या आपको कुछ गहरी सांस लेने के व्यायामों के बारे में बता सकता हूँ?
"नेविगेशन शुरू करो, मुझे घर जाना है।","ठीक है, घर के लिए नेविगेशन शुरू कर दिया गया है। अनुमानित आगमन समय 45 मिनट है। क्या आप किसी खास रास्ते से जाना चाहेंगे?"
ये ट्रैफिक बहुत तनावपूर्ण है!,मैं समझता हूँ। मैं सबसे कम ट्रैफिक वाले रूट के लिए नेविगेशन को अपडेट कर सकता हूँ। क्या आप चाहते हैं कि मैं ऐसा करूँ?
आज मैं बहुत खुश हूँ!,बहुत बढ़िया! चलिए इस खुशी को और बढ़ाते हैं। मैं कुछ तेज़ संगीत चलाता हूँ और सनरूफ खोल देता हूँ। कैसा रहेगा?
मुझे प्यास लगी है।,आपकी सीट के पीछे एक पानी की बोतल है। क्या मैं उसे निकाल कर दूँ?
"हेडलाइट्स जलाओ, अंधेरा हो रहा है।",हेडलाइट्स चालू कर दी गई हैं। क्या आप हाई बीम भी चालू करना चाहेंगे?
म्यूजिक थोड़ा तेज़ करो।,म्यूजिक की आवाज बढ़ा दी गई है।
"ये रास्ता मुझे पसंद नहीं है, बदलो।",क्या आप कोई दूसरा रूट सुझाना चाहेंगे या मैं सबसे तेज़ रूट ढूंढूँ?
मेरा फोन चार्ज नहीं हो रहा है।,"आपके पास USB पोर्ट में चार्जिंग केबल लगी है। क्या वह ठीक से कनेक्टेड है? अगर नहीं, तो मैं वायरलेस चार्जिंग पैड सक्रिय कर सकता हूँ।"
मुझे नींद आ रही है।,मैं समझता हूँ। क्या आप चाहते हैं कि मैं ड्राइविंग असिस्टेंस फीचर को और सक्रिय कर दूँ और कुछ तेज़ म्यूजिक चलाऊँ?
अगला गाना चलाओ।,"ठीक है, अगला गाना चलाया जा रहा है।"
"विंडशील्ड वाइपर चलाओ, बारिश हो रही है।",विंडशील्ड वाइपर चालू कर दिए गए हैं। क्या आपको स्पीड बदलने की ज़रूरत है?
मुझे बहुत अकेला महसूस हो रहा है।,मैं समझ सकता हूँ। क्या आप चाहते हैं कि मैं आपके किसी दोस्त को कॉल करूँ या कोई मनोरंजक पॉडकास्ट चलाऊँ?
"ये आवाज बहुत परेशान कर रही है, इसे बंद करो।","ज़रूर, कौन सी आवाज आपको परेशान कर रही है? पार्किंग सेंसर, लेन डिपार्चर वार्निंग या कोई और?"
"हीटिंग चालू करो, बहुत ठंड लग रही है।",हीटिंग चालू कर दी गई है। क्या आप सीट हीटिंग भी चालू करना चाहेंगे?
मुझे आराम करने का मन कर रहा है।,समझ गया। मैं सीट को रीक्लाइन कर सकता हूँ और हल्की मसाज शुरू कर सकता हूँ। क्या ये आपके लिए आरामदायक रहेगा?
मुझे रास्ता भटक गया हूँ।,कोई बात नहीं। मैं आपकी लोकेशन पता कर रहा हूँ और आपको सही रास्ते पर लाने के लिए नेविगेशन शुरू कर रहा हूँ। कृपया शांत रहें और सड़क पर ध्यान दें।
आज बहुत थका हुआ महसूस कर रहा हूँ।,समझ सकता हूँ। ड्राइविंग सीट को थोड़ा पीछे कर देता हूँ और मसाज फ़ंक्शन चालू कर देता हूँ। क्या आप कोई शांत संगीत सुनना चाहेंगे?
ये ट्रैफिक कब खत्म होगा? मैं बहुत तनाव में हूँ।,"मुझे पता है। ट्रैफिक अपडेट के अनुसार, अगले 15 मिनट में ट्रैफिक कम होने की संभावना है। मैं आपको कुछ आरामदायक सांस लेने के व्यायामों के माध्यम से मार्गदर्शन कर सकती हूँ। क्या आप प्रयास करना चाहेंगे?"
"ये गाना बदलो, ये मुझे पसंद नहीं आ रहा।",ठीक है। मैंने पिछली प्लेलिस्ट पर स्विच कर दिया है। क्या आप कोई खास गाना सुनना चाहेंगे?
"एसी चालू करो, बहुत गर्मी लग रही है।",ज़रूर। एसी चालू कर दिया गया है। तापमान 22 डिग्री सेल्सियस पर सेट है। क्या आप तापमान बदलना चाहेंगे?
आज मैं बहुत खुश हूँ!,बहुत बढ़िया! सुनकर खुशी हुई। क्या मैं आपकी पसंदीदा प्लेलिस्ट चलाऊँ या कुछ उत्साहवर्धक संगीत ढूंढूँ?
मुझे बहुत बोरियत हो रही है।,"मैं समझती हूँ। क्या आप कोई गेम खेलना चाहेंगे, कोई कहानी सुनना चाहेंगे, या आसपास के दर्शनीय स्थलों के बारे में जानना चाहेंगे?"
नेविगेशन शुरू करो। मुझे घर जाना है।,ठीक है। घर के लिए नेविगेशन शुरू कर दिया गया है। अनुमानित समय 45 मिनट है।
"खिड़की खोलो, ताज़ी हवा चाहिए।",खिड़की खोल दी गई है। कृपया अपनी सुरक्षा का ध्यान रखें।
"ये लाइट बहुत तेज़ है, थोड़ी कम करो।",केबिन लाइटिंग थोड़ी कम कर दी गई है। क्या आप और एडजस्टमेंट करना चाहेंगे?
मुझे कॉफी चाहिए! क्या आसपास कोई कैफे है?,"हाँ, 5 मिनट की दूरी पर एक कैफे है। क्या मैं आपको वहाँ के लिए नेविगेट करूँ?"
मैं बहुत निराश हूँ।,मुझे सुनकर दुख हुआ। क्या आप मुझसे बात करना चाहेंगे? या मैं आपको कोई प्रेरणादायक उद्धरण सुनाऊँ?
गाड़ी रोको! मुझे उल्टी जैसा महसूस हो रहा है।,मैं गाड़ी किनारे रोक रही हूँ। क्या आपको किसी मदद की ज़रूरत है?
हवा की गति बढ़ाओ।,हवा की गति बढ़ा दी गई है।
मुझे कुछ न्यूज़ सुनाओ।,ज़रूर। मैं आपके लिए मुख्य समाचार पढ़ रही हूँ...
गाड़ी पार्क करो।,क्या आप चाहते हैं कि मैं सबसे नज़दीकी पार्किंग स्थल खोजूँ या किसी विशेष स्थान पर पार्क करूँ?
मुझे बहुत नींद आ रही है।,समझ सकती हूँ। क्या आप ड्राइविंग असिस्टेंस सिस्टम चालू करना चाहेंगे? और क्या मैं आपको एक छोटा सा पावर नैप लेने के लिए सलाह दे सकती हूँ?
"ये रोड बहुत खराब है, कोई और रास्ता दिखाओ।","ठीक है, मैं एक वैकल्पिक रास्ता ढूंढ रही हूँ। इसमें 10 मिनट ज्यादा लगेंगे, लेकिन सड़क बेहतर होगी। क्या आप सहमत हैं?"
"फोन लगाओ, मेरी पत्नी को।",आपकी पत्नी को फोन लगाया जा रहा है।
"ये क्या बोल रही हो, मुझे समझ नहीं आ रहा।",माफ़ कीजिए। मैं अपनी भाषा सेटिंग हिंदी में बदल रही हूँ।
मुझे बहुत भूख लगी है।,आपके रास्ते में कुछ रेस्टोरेंट हैं। क्या आप किसी विशेष प्रकार का भोजन पसंद करेंगे?
आज मैं बहुत खुश हूँ!,यह सुनकर बहुत अच्छा लगा! क्या आज के दिन को और भी खास बनाने के लिए मैं आपके पसंदीदा गाने चलाऊँ?
मेरा सिर दर्द हो रहा है।,"मुझे सुनकर दुख हुआ। क्या मैं केबिन की रोशनी धीमी कर दूं और शांत संगीत चलाऊं? आप गंतव्य बताएं, मैं आपको सीधे घर ले चलूँगी।"
मैं बहुत तनाव में हूँ।,मुझे समझ आ रहा है। क्या मैं आपको किसी शांत जगह का रास्ता दिखाऊँ जहाँ आप थोड़ा आराम कर सकें? या मैं आरामदायक संगीत चलाऊं और तापमान कम करूँ?
मैं बहुत थका हुआ हूँ।,ठीक है। क्या मैं आपको घर का रास्ता दिखाऊं? मैं सीट को थोड़ा पीछे कर देती हूँ ताकि आपको आराम मिले। ड्राइव असिस्टेंस भी एक्टिवेट कर दिया है।
"एसी चालू करो, बहुत गर्मी है।","ज़रूर, एसी चालू किया जा रहा है। तापमान 22 डिग्री सेल्सियस पर सेट कर दिया है।"
खिड़की खोलो।,"ठीक है, खिड़की खोली जा रही है।"
म्यूज़िक बदलो।,"ज़रूर, क्या आप कोई विशेष शैली सुनना चाहेंगे, या मैं अपनी पसंद से कोई गाना चलाऊं?"
"नेविगेशन शुरू करो, मुझे घर जाना है।","ठीक है, आपके घर का रास्ता नेविगेट किया जा रहा है। अनुमानित समय 30 मिनट है।"
"मुझे ठंड लग रही है, हीटर चालू करो।","ज़रूर, हीटर चालू किया जा रहा है। तापमान 24 डिग्री सेल्सियस पर सेट कर दिया है।"
"वॉइस असिस्टेंट बंद करो, यह बहुत परेशान कर रहा है।","ठीक है, वॉइस असिस्टेंट बंद कर दिया गया है।"
आज मूड बहुत खराब है,मैं समझ सकती हूँ। क्या मैं आपको कोई प्रेरणादायक पॉडकास्ट चलाऊँ या कोई सुखदायक संगीत बजाऊं?
मुझे भूख लगी है,ठीक है। क्या आप आसपास के रेस्टोरेंट ढूंढना चाहेंगे? या घर का रास्ता नेविगेट करूँ ताकि आप जल्दी से खाना खा सकें?
"ये गाना मुझे पसंद नहीं है, अगला गाना बजाओ।","ज़रूर, अगला गाना बजाया जा रहा है।"
"हेडलाइट्स चालू करो, अंधेरा हो रहा है।",हेडलाइट्स चालू कर दी गई हैं।
"ये सड़क बहुत जाम है, कोई और रास्ता बताओ।","ठीक है, मैं सबसे कम ट्रैफिक वाला रास्ता ढूंढ रही हूँ। कृपया थोड़ा इंतज़ार करें... मिल गया! नया रास्ता दिखाया जा रहा है।"
"कार रोको, मुझे चक्कर आ रहा है।",तत्काल कार रोकी जा रही है। क्या मैं आपातकालीन सेवाओं को बुलाऊं?
"मुझे ये जगह बहुत पसंद है, यहाँ रुक जाओ थोड़ी देर के लिए।","ठीक है, मैं यहाँ पार्क कर देती हूँ। आपको कितने समय तक रुकना है?"
बैटरी कितनी बची है?,बैटरी 60% बची है। आप इससे लगभग 200 किलोमीटर और चल सकते हैं।
"मुझे नींद आ रही है, कुछ करो।",मैं समझ सकती हूँ। क्या मैं केबिन का तापमान थोड़ा कम कर दूं और तेज़ आवाज़ में संगीत चलाऊं? ड्राइव असिस्टेंस भी एक्टिवेट कर दिया गया है।
मुझे देर हो रही है!,कोई बात नहीं। मैंने गंतव्य के लिए सबसे तेज़ रास्ता ढूंढ लिया है। अनुमानित आगमन समय अपडेट कर दिया गया है।
